사투리,표준어
해준생이라.,해줬나봐.
댕기고,다니고
해줘게?,해줘?
지넨,자기넨
어리난게,어리니까
살암시민,살면
밥을게,밥을
지넨만은게,자기네만은
어려부난게,어려서
봄도,보는 것도
허고게,하고
옆집이,옆집에
시켰주게.,시켰어.
크난,크니까
시켜주게게.,시켰어.
허난게게,하니까
살암신엔,사냐고
큰딸안티,큰딸한테
신,있을
해줜.,해줘.
살암수다.,살아요.
그짓말,거짓말
보거들랑이,보니까
큰년이,큰딸이
받안이,받아서
불렌,버리라고
나양으로,내가
먹켄,먹겠다고
핸이.,했어.
돌아와불고,데려오고
지네끼리,자기네까리
너이가,넷이서
살암서구나게.,살았어.
아즈난,앉으니까
아자,앉아
부는,버리는
가그네,가서
헐꺼라?,할거야?
줍센을,주라고
고라,말해
보카,볼까
나신딘,나한테는
는,넌
저거안틴,저거한테는
주켄,준다고
했주만은,했지만
준댄만,준다고만
해났주게.,했었어.
어멍도,어머니도
아맹해도,아무래도
줍센,주라고
고라봔에,말해봐서
벌어나수다.,벌었네요.
양,저기
된.,됐어.
게게.,그래.
으게,어
차령,차려서
벌어시민,벌었으면
뭐고?,뭐지?
일당이게,일당이
돈이게,돈이
되구나.,됐어.
만엔에게,만엔에
초령,차려서
거라?,거야?
성님네,형님네
거졍,가져서
다니난,다니니까
몰랐수다.,몰랐어요.
똥고망에,똥구멍에
하라게.,많아.
모르곡,모르고
언닌,언니는
장시허고,장사하고
받당,받다가
써난,썼던
어서도,없더도
꿔당,꿔다가
쓰당,쓰다
보민,보면
이시난,있으니까
탕,타서
아기덜,아기들
먹이저,먹이고
시어멍네영,시어머니네랑
살저,살려고
그디서,거기서
와시민,왔으면
언니네영,언니네랑
펜안히,편안히
벌걸,벌텐데
어게.,어.
왔주게게.,왔어.
아기덜안티,아기들한테
얘기주.,얘기지.
벌언.,벌었어.
나둰,낳고서
성네덜,형들
부러완,부러워서
시어멍안티,시어머니한테
봠시민,봐주면
허랜,하라고
벌레,벌러
오켄,온다고
시어멍,시어머니
맽기민,맡기면
저디,저기
맽겨,맡겨
불켄.,버린대.
사람덜,사람들
봤주게.,봤지.
쓰래,쓰러
와수다.,왔어요.
겡,그래서
성덜,형들
써지쿠다.,쓸 수 있겠어요.
성쯤은,형쯤은
파란만장허게,파란만장하게
노난,놓으니까
어음이여,어음이랑
수표여,수표랑
일본까정,일본까지
그축,그렇게
벌엉,벌어
와시난,왔으니까
어시,없이
써신게.,썼네요.
성,형
맽기래,맡기러
가정,가지고
허게마씸.,해요.
속았수다.,고생했어요.
이섰저게.,있었어.
고맙수다.,고마워요.
갑서.,가요.
고생했져.,고생했어.
죽어불면,죽어버리면
예?,그쵸?
죽어불면.,죽어버리면.
누웡,누워
불믄,버리면
생겨불자나.,생겨버리잖아.
물어주나?,물어주니?
없지만게,없지만
재끼믄게,재끼면
운전하당,운전하다가
못봔,못봐서
치어부런.,치어버렸어.
누워이신디,누워있는데
된덴.,된데.
안되여?,안돼?
이서예.,있어요.
되불믄,되버리면
불면,버리면
들어가주마심.,들어가죠.
어떵할꺼과.,어떻게 해요.
벌엉,벌어서
되불고 하난.,되니까.
안해줘예.,안해줘요.
나와봅써.,나와봐요.
받아불고,받고
곧던,말하던
가당.,가다가.
어떵하당,어떻게하다가
났잖아예?,나잖아요?
죽여불렌이.,죽여버리래요.
쉬워부난 마심.,버리니까요.
경 해.,그렇게 해서.
이실때,있을때
일인디,일인데
운전해가당,운전해가다가
트럭이라부난,트럭이라서
작으니께,작으니까
임산부여난마심.,임산부였어요.
어떵하영.,어떻게 해.
박아신디,박았는데
죽지않엔.,죽지는 않았어.
게메,그래서
부렀구나.,버렸구나.
알아부난,알아서
못밀었을테주게.,못밀었겠네.
갈아불지,갈아버리지
했덴마씨.,했데요.
고르면,말하면
안되는데이,안되는데
장난아니랜,장난아니래
재산이라예.,재산이죠.
경해부난,그러니까
게메,그래도
알아마심.,알고있어요.
많으난,많으니까
하젠하믄,하려고하면
철들젠하면,철드려고하면
아니과?,아니겠어요?
맞주게,맞죠
마랑,말고
정도라,정도예요
남*의,남의
멀어서,멀었어
경해부난,그래서
속상하여마심.,속상해요.
영행,이렇게
해신디.,했는데.
운전행,운전해서
아빠카드랜,아빠카드래
들렁왕,들고와서
박아부난,박아버리니까
끄성,끌고
댕기는거,다니는거
온덴.,온데.
어신데,없는데
서귀포였자네.,서귀포였잖아.
겅허난,그래서
분덴.,버린데.
불고,하고
이신거영.,있는거야.
탕,타고
와부는거라.,와버리는거야.
닮고,같고
어선,없고
차탕,차타고
와분덴.,와버린데.
이러는거라.,이러는거야.
게난,그니까
왕,왔다가
왔당,왔다가
아방,아버지
가는거라,가는거야
놓는거랑,놓는거야
하난,하니까
댕기는,다니는
모양이라.,모양이야.
탔덴,탔다고
하는거라,하는거야
불면.,버리면
가이가,걔가
아방이,아버지가
타지말고이,타지말고
했자네,했잖아.
전화해주지게.,전화해줘야지.
전화핸.,전화했어.
소상히,자세히
고라줜.,말해줬어.
고라사지.,말해야지.
조심하랜,조심하라고
소상히 다 고라줜.,자세히
겅하는데,그렇게하는데
아니고예,아니고
태웠덴,태웠다고
햄수다.,하네요.
동네랜,동네라고는
맞수다,맞아요
전화해난?,전화했어?
꼰질렀주게,말했지
이랜.,이랬어.
고라부렀주게.,말해드렸지.
걱정되시냐게,걱정됐겠니
고랐주.,말했지.
게난.,그니까.
겅하는거라.,그렇게하는거야.
해봤덴.,해봤데.
늘주마는,늘지만
잘못되믄,잘못되면
따랜,따라고
해시난,하니까
딴.,땄어.
빌령,빌려서
여자친구영,여자친구랑
친구들이영,친구들이랑
놀러가켄.,놀러가겠데.
될건디.,될텐데.
빌려줘예.,빌려줘요.
불자나,버리잖아
야이한테,얘한테
나자나이,나면
영,그렇게
부러.,버려.
못됐다이.,못됐다.
야이,얘가
가꼬.,가지고.
있었네.,있었잖아.
바뀌었잖아이.,바뀌었잖아.
쪼꼴락,조그마
거먼,그러면
댕겨?,다녀?
했덴하난?,했다니까?
게멘,그럼
취소해부런?,취소했어?
거라.,거야
가이한테,걔한테
영핸.,이랬어.
하켄.,하겠다고했어.
말랜핸.,말라고했어.
영핸.,그랬어.
아니랜.,아니래.
아니랜,아니래
오지말랜.,오지말래.
대동행.,대동해서
대동행,대동해서
써가멍.,써가면서
겅해,그렇게해
보믄,보면
양.,#양
거주 마씨.,거죠.
붑써예.,버리세요.
업수다.,없습니다.
나가부카부덴,나갈까봐
기억안남샤?,기억안나?
변상하랜,변상하라고
타고다녕그네,타고다녀서
어떵행,어떻게
해그네,해서
그믄?,그러면?
생겨마씸.,생겨요.
무섭다이.,무섭다.
됐잖아 마씸.,됐잖아요.
가이는,걔는
닮고 하고,같고
어떵할거,어떻게해
부러,버려
해놔부러.,해둬.
변상이라,변상이야
빌렸덴,빌렸다고
하난.,하니까.
빌려탔덴.,빌려탔데.
빌려신디,빌렸는데
가랜핸.,가라고했어.
맞네.,맞잖아
끝이주게.,끝이지.
행,빌려서
부서지믄,부서지면
줘불면,줘버리면
타랜,타라고
겅했지.,그랬지.
수술하젠,수술하려고
오랜.,오래.
기,그래서
벗겼나?,벗겼어?
벗견.,벗겼어.
오랜?,오래?
겅하난,그래서
영하는거,이렇게하는거
되난.,되니까.
오랜핸,오라고해서
경,그래서
뱃경,뱃겨서
그랜.,그랬어.
요망,야무져
벗경,벗겨서
벗기랜,벗기라고
닮으난.,같으니까.
벗기랜,벗기래
햄신디.,하는데.
자사야,자야
될컨게.,될텐데.
될컨게.,되겠네.
무사.,왜.
않을컨가?,않을까?
안가켄,안가겠다고
데령,데려
가켄,가겠다고
늦어부난게.,늦어서.
야이도,얘도
해난.,했어.
말아졍.,곤드라져.
말아지는거라이.,곤드라지는거야.
일했주게.,일했지.
그만두랜,그만두라고
쓰랜,쓰래
말아지더라고,곤드라지더라고
가게영,가게랑
손님들이영,손님들이랑
말아지더라마는.,곤드라지더마는.
쓰주마는,쓰지만
어성게.,없어.
하젠허난,하려고하니까
많앙,많아서
이실때만,있을때만
하영,해서
아니라,아니야.
게메.,그니까.
벌엄서?,벌어?
이시면,있으면
고라줘.,말해줘.
주맨?,줘?
안되믄,안되면
어려운거라.,어려운거야.
토산품이영,토산품이랑
않아난?,않아?
들어간.,들어가.
들어오는거영,들어오는거랑
뭐영,뭐랑
힘들었주게.,힘들었지.
있수과?,있어요?
있어났주게.,있었지.
이서나신디.,있었는데.
좋으크니게?,좋겠어?
이서난?,있었어?
어신디들도,없는데들도
아닌게.,아니야.
팔아 났주게.,팔았어.
주고게,주고
없주게.,없지.
다녔주게,다녔지
점심이영,점심이고
퇴근시간이영,퇴근시간이고
영 햄주.,그랬지.
쌍,싸서
불편핸게마는,했지마는
불러놨당.,불러놨다가.
먹당도,먹다가도
식엉,식어서
먹어불때있고,먹을때있고
해 났주게.,했지.
가지믄,가지면
영,이런
봅서.,버려요.
나왐잖아?,나오잖아?
싸강,싸가서
어시면,없으면
먹으멘.,먹어.
어 게.,그렇구나.
질렴서,질려
준덴.,준데.
없덴.,없데.
알앙,알아서
덴.,데.
좋다이.,좋다.
만들엉,만들어서
닮은데이.,같은데.
바쁘난,바쁘니까
맞췅,맞춰서
알앙들,알아서들
먹으랜.,먹으래.
겅하잖아.,그렇잖아.
줘도게,줘도
구해지느냐게,구해지니
먹이젠,먹이려고
줬주마는,줬는데
아니라게,아닌가
보난.,봐.
애조로라부난.,애조로니까.
먹엄신지.,먹었는지
고라주더라고,말해주더라고
싸왕,싸와서
돌아가멍,돌아가면서
한덴.,한데.
댕겨사,다니면
대크라.,되겠네.
댕기는게,다니는게
편하여.,편해.
먹으카,먹을까
어신대로,없는대로
가져강,가져가서
갖다놓고게,갖다놓고
불면한게마는,불편하지만
좋아라게.,좋아
어실,없을
먹어불고,먹어버리고
질령나.,질려.
질령나주게.,질리지.
질령.,질려.
사당,사서
되여.,돼.
멸치영,멸치랑
김이영,김이랑
김치영,김치랑
이시믄,있으면
경 행,그래서
볶앙,볶고
담앙,담아서
댕기면,다니면
볶앙,볶아서
되영.,돼.
겅 행,그렇게
다념서.,다녀.
생각하난,생각하니까
얘기하난,얘기하니까
생각난.,생각났어.
먹어봤주마는,먹어봤지마는
좋아마심.,좋아.
만들어난,만들어놓은
맞아실거고,맞았을거고
있잖우과,있잖아요
졌댄하고,졌다하고
있지않우과?,있잖아요?
없엉,없어서
족아,작아
독허여?,독해
독허지,독한지
독색이,병아리
독색기,병아리
해주멍,해주면서
인생이라.,인거같아.
제주우꽝?,제주세요?
영골았당.,이렇게 말했다.
맞아시난,맞았으니까
겐디,근데
경도,그렇게도
독허댄,독하대
게메,그니까
꺽어져샤,꺽어졌나
경해서,그렇게해서
알거주게,알거야
골아봐도,말해줘도
사당,사다가
지네,쟤네
이기잰,이기려고
나쁜거지게,나쁜거지
기잖아예?,그렇잖아요?
앉읍써.,앉으세요.
해야되크라,해야겠어
묶어야 되크라,묶어야겠어
나가부러,나가
하당보면예,하다보면요
뭐랜,뭐라고 
같수광?,같습니까?
고를걸,말할걸
달이꽈?,달입니까?
있주게,있지
있었어양.,있었어요.
좋은거꽝,좋은겁니까
거난,그니까
자산이우다게,자산입니다.
가정만,가지고
나쁘댄마심.,나쁘대요.
난댄,난대
보낼때라,보낼때야
맞수다게,맞습니다
이수광?,있습니까?
어멍,엄마
아방이,아빠가
기꽝?,그래요?
손주,손자
아방,아빠
끼니깐예,끼니까요
보기싫엉,보기싫어서
끼주게,쓰지
안끼당,안끼다가
하도,매우
나빠졍,나빠져서
경허난게,그러니까
벌었주,벌었지
없어졈수게.,없어지잖아요.
겅한거닮아,그런거 같아
허댄보단.,하다보니까
가야주게,가야지
어디있수광?,어딨어요?
기꽈?,그래요?
글로,거기로
있수다.,있습니다.
게난예,그니까요
먹으크라,먹겠어
하당보면,보면
안먹당,안먹다가
바뀌어졈시난,바뀌어서
않우까,않습니까
이제는예.,이제는요.
되가고예.,되어가고요.
끝내젠,끝내려고
햄수다.,합니다.
남아시난예,남았으니까
화이팅행,화이팅해서
해보게양.,해봅시다.
했수다.,했습니다.
해나신디,했었는데
판결나신디,판결났는데
느꼈댄,느꼈대
잡아댄,잡아대
카랜,카라고
오랜,오라고
선처해주랜,선처해주라고
실려간,실려갔어
있당,있다가
하랜,하래
넘어졍,넘어져서
예,#예
쓰러젼,쓰러졌어
되신디,됐는데
쓰러젼,쓰러졌어?
몰라난,몰랐어
암이랜,암이래
탄댄,탄대
갔댄,갔다고
마주쳔,마주쳤어
해멍,하면서
해났댄,했었대
해그넹,해서
가봅서,가보세요
가켄,간대
와그넹,와서
들려난,들렸어
짜증나그넹,짜증나서
해주젠,해주려고
고장나시난,고장났으니까
하코,할까요
마씸,#마씸
쪼끄띠,#쪼끄띠
해붑서,하세요
말해영,말해서
냅서,내세요
들어와그넹,들어와서
겅하난,그러니까
알앙덜하라,알아서하라
허게,하게
골아,말해
챙겨가켄,챙겨가겠다고
가져가랜하민,가져가라고하면
그민,그러면
하민,하면
팔암수과,팔고있어요
거난,거니까
놀러가그넹,놀러가서
봐가민,봐가면
말하난,말하니까
시아주방,시아주버니
우에,위에
줍서,주세요
가져가켄,가져가겠다고
줘야되켄,줘야되겠대
탐수과,타세요
된댄,된대
써주켄,써주겠대
가져간,가져갔어
끝난,끝났어
가져가신디,가져갔는데
정해줬댄,정해줬대
먹으멍,먹으면서
해부런,해버렸어
게메,그렇게
살젠,살려고
아프난,아프니까
날이난,날이니까
바띠,밭에
혼거번,한거번
게메,그러니까
게,#게
햄시크메,하고있겠다고
셋아방,셋아빠
이서난,있었던
이신거,있는거
자맨,자고있어
받을거꽝,받겠어요
옵디가,오세요
몰랐주게,몰랐지
골았구만,말했구만
골아부난,말해서
고만히,가만히
내불랜,내불래
내불랜?,내불래?
손진,손자는
한가해그넹,한개해서
일햄수과,일하고있어요?
감수다,가요
가크라,갈게
받안,받아서
생겼수과,생겼어요?
심심해그넹,심심해서
놀아그넹,놀아서
알암수과,알고있어요?
아난,아니까
가는디,가는데
생겨수과,생겼어요
해부난,해버려서
일어나그넹,일어나서
허라,하라
될건디,될건데
내불랜,내불라고
손지,손주
데꼬왕,데리고와서
열받앙,열받아서
할망,할머니
뭐랜,뭐라고
핸생이라,했나봐
저축,저렇게
하맨,하니
미안하댄,미안하다고
뭐꽈,뭐예요
보염수과,보이세요
햄수과,하세요
아니꽈,아닙니까
뿌영행,뿌얘서
보인덴?,보인대
찾아줜,찾아줬어
더러원,더러워서
놀래가꼬,놀래서
저기하주,저기하지
틀어져그넹,틀어져서
친댄,친대
한댄,한대
용심,성
문제주,문제지
불렁,불러서
뭐할코,뭐할까
부르젠,부를래
벌금이랜,벌금이래
붙은댄,붙는대
해부니까,해서
하카?,할까?
추워지난,추워지니까
하게게.,하자.
하켄마씨.,하겠대요.
해여.,해.
이우다.,입니다.
