사투리,표준어
닥쳐,닥쳐
십사년정도,십사년정도
됐지,됐지
아니야?,아니야?
야,야
근데,근데
맞네?,맞네?
일이야는?,일이야는?
에,에
나왔다고?,나왔다고?
돼,돼
진짜,진짜
이,이
거야,거야
매깨라,어머나
일이니,일이니
이게,이게
나왔다고?,나왔다고?
닮,같아
뭐?,뭐?
갑자기?,갑자기?
승관이랑,승관이랑
디노,디노
있었는데,있었는데
산댄?,산대?
거,거
때문에,때문에
그러네,그러네
세븐틴,세븐틴
나오잖아,나오잖아
그래서,그래서
아직,아직
애들아,애들아
않?,않아?
나도,나도
좋았언,좋았었어
좋아,좋아
댐비지마,댐비지마
야,야
아니연?,아니었어?
때인가?,때인가?
십이,십이
{laughing},{laughing}
나도,나도
뭔,뭔
소리야,소리야
야,야
안나,안나
없다,없다
해봐,해봐
않았어,않았어
없네,없네
좋아했잖아,좋아했잖아
좋아했다,좋아했다
몰라,몰라
없더라고,없더라고
먹고졍하다,먹고싶다
먹젠?,먹을래?
있을까?,있을까?
없어,없어
팔잖아,팔잖아
{laughing},{laughing}
왜,왜
사람,사람
있어서,있어서
오늘,오늘
좋은디,좋은데
좋은가?,좋은가?
왔네,왔네
{laughing},{laughing}
연예인있냐?,연예인있냐?
밖에,밖에
좋아할냐고,좋아할냐고
되가맨,되고있어
이게,이게
아,아
올라오니까,올라오니까
있지,있지
좋더라고,좋더라고
연예인이지?,연예인이지?
튼거?,튼거야?
야,야
해는,해는
아니?,아니야?
소,소
해인가?,해인가?
해야?,해야?
소해야,소해야
뭔데,뭔데
돼지,돼지
아,아
쥐띠인가?,쥐띠인가?
진사오미거든?,진사오미거든?
아니,아니
뭐라고?,뭐라고?
그러면?,그러면?
송애기,소
쥐네,쥐네
몰라,몰라
몰라,몰라
알았어,알았어
돌리게,돌리자
인,있어
민초파,민초파
없냐?,없냐?
나나,나나
싫어해,싫어해
사랑해야지,사랑해야지
뭐?,뭐?
좋아해?,좋아해?
치약이,치약이
수,수
없어,없어
가줘서,가줘서
박는,박는
잡숩서예,드세요
상쾌하면서,상쾌하면서
드세요,드세요
먹는거지,먹는거지
냄새맡는데,냄새맡는데
언?,없어?
언?,없어?
없는데,없는데
있었는데,있었는데
않?,않아?
먹,먹
{laughing},{laughing}
없었니?,없었니?
뭔가,뭔가
거야,거야
삼키지는,삼키지는
삼켰다,삼켰다
없었나본가?,없었나본가?
운명이었던거지,운명이었던거지
민초?,민초?
않아,않아
&company-name3&,&company-name3&
맛인,맛있어
맛있지,맛있지
맛있어,맛있어
가라,가라
이렇게,이렇게
상쾌해,상쾌해
맛인,맛있어
그러면?,그러면?
홍차,홍차
좋아해,좋아해
나도,나도
먹어?,먹어?
먹네,먹네
맛인,맛있어
하와이언,하와이언
야,야
먹으면,먹으면
맛인,맛있어
위에,위에
맛있는데?,맛있는데?
합서,하세요
합서,하세요
뒀구나,뒀구나
심하다,심하다
먹어야지,먹어야지
아,아
먹어,먹어
먹어,먹어
모양,모양
있다,있다
맛인,맛있어
먹냐?,먹냐?
요거트,요거트
다음에,다음에
말해보게,말해보자
슈퍼,슈퍼
스틱,스틱
슈팅스타랑,슈팅스타랑
그,그
맞춰줘,맞춰줘
건?,건?
없어?,없어?
많지,많지
먹어,먹어
안에서,안에서
없어,없어
진짜?,진짜?
민초,민초
있거든?,있거든?
아,아
아몬드,아몬드
맛있어,맛있어
맛인,맛있어
맛있어,맛있어
집가면서,집가면서
슈팅스타,슈팅스타
좀,좀
슈팅스타다,슈팅스타다
좋아,좋아
하면,하면
셔,셔
먹어,먹어
제,제
싶거든?,싶거든?
낫다,낫다
좋아해,좋아해
이,이
외계인,외계인
다음에,다음에
뉴욕치즈케익,뉴욕치즈케익
나는,나는
모르겐,모르겠어
먹지,먹지
야,야
먹고,먹고
있던가?,있던가?
아니,아니
아니?,아니야?
들어있는,들어있는
샤베트,샤베트
그거,그거
재질,재질
몰랐거든?,몰랐거든?
먹어,먹어
먹었잖아,먹었잖아
못해,못해
먹현,먹혔어
맞어,맞어
맞아,맞아
닮,같아
먹언?,먹었어?
않?,않아?
그렇,그렇
때문에,때문에
나나,나나
몰란,몰랐어
생각이었거든?,생각이었거든?
끝난대?,끝난대?
그래서,그래서
잤어,잤어
야,야
개운해,개운해
뜨끈뜨끈한,뜨끈뜨끈한
느낌으로?,느낌으로?
자,자
어?,어?
벗겨줬냐?,벗겨줬냐?
알았지,알았지
어디있어,어디있어
{laughing},{laughing}
안경을,안경을
않?,않아?
보통은,보통은
있잖아,있잖아
상황이면,상황이면
과해,과해
또,또
{laughing},{laughing}
{laughing},{laughing}
{laughing},{laughing}
어떻게,어떻게
신기해,신기해
왜냐하면,왜냐하면
하네,하잖아
들어,들어
빼잖아,빼잖아
자,자
빼네,빼잖아
그래?,그래?
없어서,없어서
있었다는거지,있었다는거지
깼는데,깼는데
잠결이라는,잠결이라는
그거는,그거는
않지,않지
문제는,문제는
일단?,일단?
있었네,있었잖아
잤다고?,잤다고?
난,났어
분명,분명
인,있어
알아?,알아?
있었어,있었어
거,거
없대?,없대?
어쩌라고,어쩌라고
모르겠어,모르겠어
건가?,건가?
최고로,최고로
충격이야,충격이야
돼,돼
그래야,그래야
남견,남겼어
먹언?,먹었어?
먹언,먹었어
먹었고,먹었고
것,것
먹었어,먹었어
캔?,캔?
어,어
근데,근데
거야?,거야?
때,때
맞아,맞아
거야,거야
마시니까,마시니까
들언,들었어
거야,거야
갔던거지,갔던거지
배불런,배불렀어
맞아,맞아
부르지,부르지
하든가,하든가
과자도,과자도
푼거야,푼거야
먹고,먹고
놓으니까,놓으니까
그런데,그런데
{laughing},{laughing}
하나,하나
하나,하나
연,였어
개?,개?
있는데,있는데
하나,하나
먹언,먹었어
먹언,먹었어
불런?,불렀어?
떨어젼,떨어졌어
떨어젼,떨어졌어
없언,없었어
그때,그때
해,해
먹었구나,먹었구나
용가리랑,용가리랑
불런,불렀어
&company-name8&에서,&company-name8&에서
그리고,그리고
봐,봐
좀,좀
않아,않아
지금,지금
않아,않아
지금?,지금?
나서,나서
싶은데,싶은데
멈추니까,멈추니까
마라,마라
거야,거야
먹을까?,먹을까?
정하자,정하자
먹으까?,먹으까?
닮,같아
뭐?,뭐야?
갓세븐,갓세븐
섞는거,섞는거
좋고,좋고
되고,되고
마크였구나,마크였구나
마크?,마크?
잊혔었어,잊혔었어
해?,해?
뭐지,뭐지
아,아
마마,마마
먹을까?,먹을까?
맞아,맞아
먹을래?,먹을래?
일단,일단
할래?,할래?
맥주,맥주
캔?,캔?
살래,살래
사게,사자
먹어?,먹어?
먹겠지,먹겠지
가져가,가져가
알아?,알아?
먹어가지고,먹어가지고
하자,하자
않,않아
맛있으니까,맛있으니까
라면이랑,라면이랑
이거였거든,이거였거든
이거연,이거였어
맛있어,맛있어
않?,않아?
맞아,맞아
써야되잖아,써야되잖아
그거,그거
뭔데,뭔데
과자,과자
(()),(())
된다고,된다고
써,써
해,해
과반수,과반수
몰라,몰라
있어,있어
갈까?,갈까?
편의점,편의점
탈거야?,탈거야?
같애,같애
있었어,있었어
그것도,그것도
&company-name9&?,&company-name9&?
먹어,먹어
&company-name10&?,&company-name10&?
괜찮은데,괜찮은데
같아,같아
기억엔,기억엔
어때?,어때?
그랬나?,그랬나?
아,아
먹었잖아,먹었잖아
먹언?,먹었어?
때문에,때문에
살래?,살래?
사?,사?
되잖아,되잖아
&company-name11&?,&company-name11&?
사면,사면
&company-name11&,&company-name11&
아니,아니
사자,사자
세개잖아,세개잖아
다?,다?
마,마
질려,질려
알겠어,알겠어
라면,라면
할래?,할래?
마,마
사자,사자
마크정식,마크정식
않은데,않은데
양이,양이
인,있어
같애,같애
얘네,얘네
못했어,못했어
{laughing},{laughing}
근데,근데
배불렀는데,배불렀는데
좋아하니?,좋아하니?
&company-name12&,&company-name12&
좋아해,좋아해
특히,특히
그럴바엔,그럴바엔
사,사
살래?,살래?
싸,싸
것같애,것같애
먹냐?,먹냐?
좋아해,좋아해
먹어,먹어
하더라고,하더라고
막,막
잘,잘
거?,거?
간,갔어
그,그
알지?,알지?
그,그
사자,사자
먹어도,먹어도
싶,싶어
살래?,살래?
괜찮다,괜찮다
라면에?,라면에?
&company-name14&,&company-name14&
좋아해,좋아해
돼?,돼?
안돼,안돼
늦으면,늦으면
언젠데,언젠데
않아?,않아?
거야,거야
이거지,이거지
넘게되면,넘게되면
잡고,잡고
전에,전에
부모님께,부모님께
하고,하고
반이거든,반이거든
벌써?,벌써?
{laughing},{laughing}
만났는데,만났는데
그러면,그러면
마크정식?,마크정식?
어,어
떡볶이지,떡볶이지
떡볶이,떡볶이
과자,과자
정하고,정하고
그래,그래
맛있었던게,맛있었던게
마카롱,마카롱
있언,있었어
그거는,그거는
않?,않아?
집?,집?
거기,거기
아니?,아니야?
사라졌잖아,사라졌잖아
사라졌지,사라졌지
봐봐,봐봐
없다니까,없다니까
안돼,안돼
세개에,세개에
어디야,어디야
맛인,맛있었어
&company-name15&?,&company-name15&?
모찌롤?,모찌롤?
좋아해,좋아해
느끼해,느끼해
거지,거지
완전,완전
돼,돼
모르겐,모르겠어
있네,있잖아
{laughing},{laughing}
썩었어요,썩었어요
뭐야,뭐야
이제,이제
빵카롱?,빵카롱?
뚱카롱이겠지,뚱카롱이겠지
나오고,나오고
와,와
있거든,있거든
봐,봐
맛있대,맛있대
거지,거지
버련,버렸어
너,너
보라색?,보라색?
맛있던데?,맛있던데?
왔는데,왔는데
안되겠더라고,안되겠더라고
나왔대,나왔대
맛있대,맛있대
나왔어,나왔어
설명,설명
생각나는데,생각나는데
기억해,기억해
있었냐면,있었냐면
너네?,너네?
입고,입고
거연,거야
그날,그날
했네,했잖아
그런데,그런데
되니까,되니까
그래서,그래서
안,안
날이었거든?,날이었거든?
거야,거야
들언,들었어
아,아
아,아
청소시간,청소시간
그래가지고,그래가지고
죄송한데,죄송한데
때문에,때문에
관련해서,관련해서
{laughing},{laughing}
진,진
쌤한테?,쌤한테?
미쳔?,미쳤어?
쌤한테,쌤한테
팬티,팬티
되니까,되니까
마주하는,마주하는
주고,주고
알만큼?,알만큼?
계산핸,계산했어
않아,않아
&company-name15&팬티,&company-name15&팬티
않습,않습
나는,나는
사람으로써,사람으로써
그런데,그런데
좋아,좋아
없언,없었어
비싼,비쌌어
거였거든?,거였거든?
질렸어,질렸어
새로워,새로워
이뻐,이뻐
많잖아,많잖아
근데,근데
&company-name15&를,&company-name15&를
거,거
했네,했잖아
순우유,순우유
나왔거든?,나왔거든?
거,거
맛있더라,맛있더라
먹어봤어,먹어봤어
맨날,맨날
맛있다,맛있다
맛인,맛있어
맛있었시냐?,맛있었어?
맛있어,맛있어
가게,가자
오니까,오니까
안오냐,안오냐
같은데,같은데
가게,가자
찬성,찬성
빌어야지,빌어야지
건데,건데
첫날,첫날
왜냐하면,왜냐하면
쪽,쪽
젖어,젖어
인,있어
먹자,먹자
먹고,먹고
&name1&,&name1&
&name1&,&name1&
그래,그래
가볼까,가볼까
그럴까,그럴까
이,이
가게,가자
했습니까,했습니까
돼,돼
갈까?,갈까?
그러자,그러자
너는,너는
있어,있어
되지,되지
안돼,안돼
이거,이거
가자,가자
하드라고.,하더라고요.
가신고,갔을까
{laughing},{laughing}
걸엉.,걸어서.
가살꺼고.,가야하니까.
걸어가신고?,걸어갔지?
걸을만해.,걸을만해.
지금,지금
응,응
컸는데,컸는데
{laughing},{laughing}
((아이고)),((아이고))
있잖아,있잖아
뭐라?,뭐야?
몰라?,몰라?
멋있어.,멋있어.
어디?,어디?
만들어놨다고?,만들어놨다고?
옆이.,옆에.
응.,응.
((지금)),((지금))
가지고,가지고
이러는데,이러는데
이서?,있어?
놨주게.,놓았지.
키웜시카부댄.,키우나보다고.
만들어놓고,만들어놓고
했는데.,했는데.
기?,그래?
살면서,살면서
하고,하고
다니던,다니던
모슬포?,모슬포?
단산사?,단산사?
주위로?,주위로?
하니까,하니까
쪽으로,쪽으로
이번에는.,이번에는.
응,응
않애냐?,않았어?
않으난,않으니까
비해서,비해서
좋아신디,좋았는데
데는,데는
닮아,같아
어머,어머
봠시니?,보는거야?
{laughing},{laughing}
않애냐?,않았어?
그린거,그린거
{laughing},{laughing}
그려놔신게.,그려놓았네.
닮아.,닮았네.
배우잰,배우려고
하는디,하는데
저~,저~
그것도,그것도
되커란게.,되겠더라고.
않애?,않아?
아니아니,아니아니
아니야?,아니야?
돼.,돼.
글씨,글씨
캘리그라피.,캘리그라피.
하*난,하니까
않허커란게,않겠더라고
배워야주.,배워야지.
갈꺼.,갈거야.
비오맨.,비와.
오는디.,오는데.
판포.,판포.
누구네?,누구네?
저~,저~
갔당,갔다가
그,그
그,그
허영으네,해가지고
처음에는,처음에는
남자.,남자.
전동?,전동이야?
있잖아,있잖아
줏어당,주워서
뭐?,뭐야?
골아라마는.,얘기했는데.
변씨라냐?,변씨래?
암튼,암튼
사람,사람
무사,왜
아니?,아냐?
거기닮은디.,그사람같은데.
누구?,누구야?
몰라?,몰라?
이서.,있어.
응.,응.
((x행)),((x행))
어,어
샀댄.,샀대.
누게네꺼?,누구네것을?
나는,나는
한*,한
핸.,했어.
누게네?,누구네?
몰라.,몰라.
닮은디.,같은데.
허난,하니까
마침,마침
저,저
응,응
완,왔는데
사람이?,사람이?
형님네가,형님네가
못먹으난,못먹으니까
헌게,한게
전화한거라.,전화한거야.
와선게.,왔더라고.
모르겠드라구,모르겠드라구
거난,그러니까
허난,하니까
거난,그러니까
따잰허난,따려고 하니까
미깡따는거,감귤따는거
허난,하니까
이젠,이젠
가잰,가려고
따잰?,딸래?
난,난
못허여.,못해.
재미져.,재밌어.
못허여.,못해.
참,참
가도,가도
{laughing},{laughing}
돼.,돼.
근디,그런데
이신디,있는데
누구네?,누군데?
멤번가?,멤번가?
골안,말했어
구해주랜.,구해주라고.
가는,가는
가지고,가지고
아,아
요망져서.,야무져.
마을에서?,마을에서?
가져?,갈 수 있나?
안가믄.,안가면.
시켜버려야지,시켜버려야지
반납시키나?,반납시킨다고?
안줨디,안주는데
됐는데,됐는데
되잖아.,되잖아.
아이고,아이고
않나?,않나?
게,그래
안된댄.,안된대.
많아부니깐,많아버리니까
안돼.,안돼.
안돼?,안돼?
게난.,그러게.
되주기.,되지.
돌려줘,돌려줘
불맨.,버리네.
먹고,먹고
그지,그렇지
먹고,먹고
않을거고.,않을거고.
동별로,동별로
뭐냐,뭐냐
{laughing},{laughing}
되지.,되지.
아니,아니
원이고,원이고
있잖아,있잖아
맛있고이.,맛있는데.
훅고이.,굵고.
먹으켄해.,먹겠다고해.
돼.,돼.
이제는.,이제는.
때문에,때문에
명인데,명인데
때문에,때문에
얘기라.,얘기야.
안되는거.,안되는거야.
헙디가?,했어요?
안하지.,안하지.
{laughing},{laughing}
{laughing},{laughing}
단계였는데,단계였는데
오단계잖아,오단계잖아
아니잖아,아니잖아
이젠,이젠
맞아,맞아
안나와분댄.,안나와버린대.
않아.,않아.
이거?,이거?
에휴,에휴
자유로워지겠지,자유로워지겠지
아이고,아이고
그러니까,그러니까
돼,돼
뭐,뭐
어서,없어
확진자가,확진자가
어서.,없어.
어떵할거라.,어떻게하겠어.
게미,그러게 말이야
많을거라,많을거야
닮아.,같아.
돼,돼
제주도만,제주도만
미어터졍으네,미어터질만큼
와부럼지게.,오고있잖아.
어,어
봐지고,보이고
눈치주고,눈치주고
신고들어가.,신고들어가.
좌우지간,좌우지간
보염서,보여
보이고,보이고
안보여,안보여
먹을꺼?,먹을거야?
이젠,이젠
먹을거잖아,먹을거잖아
어디,어디
먹고싶은,먹고싶은
먹어야지,먹어야지
안가,안가
((xxxxxx)),((xxxxxx))
좋은거,좋은거
안가지,안가지
먹,먹
어디갈까,어디갈까
두모삼거리,두모삼거리
두모?,두모?
맛좋아?,맛있어?
괜찮더라고,괜찮더라고
허멍,하던데
아니,아니
저,저
돼가지고,돼가지고
없어?,없어?
나오는데이,나오는데
킬로에,킬로에
&company-name3&?,&company-name3&?
응,응
양념먹언?,양념먹었어?
거기는,거기는
안먹지,안먹지
그냥이야,그냥이야
난,난
어떵허여?,어떻게나와?
닮아,같애.
어신디,없는데
이번에는,이번에는
변했어,변했어
괜찮던데,괜찮던데
응,응
장흥산,장흥산
않애라게,않더라고
우리,우리
작아?,작아?
작더라고,작더라고
큰가?,큰가?
응,응
(()),(())
응,응
먹언,먹었어
맛있더라,맛있더라
갔다완.,갔다왔어.
갔다완,갔다왔어
먹을만해라.,먹을만 하더라.
좋아,좋아
&company-name3&?,&company-name3&?
허멍,하면서
되지,되지
응?,응?
되지,되지
좋은데,좋은데
무사?,왜?
되잖아,되잖아
에이,에이
구워야지,구워야지
한림에.,한림에.
그러고,그러고
팔천원인데,팔천원인데
응?,응?
팔천원인데,팔천원인데
