사투리,표준어
택배를,택배를
시키다?,시키다?
내가,내가
말했나?,말했나?
모르겐.,모르겐.
아니~,아니~
-부르-,-부르-
사투리보다는,사투리보다는
이,이
그게,그게
제주도,제주도
쪼라고,쪼라고
해야되나.,해야되나.
제주도,제주도
애들만,애들만
쓴다고,쓴다고
하더라.,하더라.
아~,아~
진짜?,진짜?
시키다?,시키다?
시키다.,시키다.
택배,택배
올,올
건데,건데
주문하다,주문하다
뭐,뭐
이런,이런
건데,건데
우린.,우린.
부르다,부르다
옷,옷
이렇게,이렇게
그,그
말을,말을
안,안
옷을,옷을
왜,왜
불러?,불러?
{laughing},{laughing}
신기하네.,신기하네.
사.,사.
{laughing},{laughing}
오,오
사,사
오,오
사,사
(()),(())
그럼,그럼
&name5&는,&name5&는
살면서,살면서
제일,제일
아팠던,아팠던
게,게
방광염.,방광염.
그게,그게
제일,제일
아파?,아파?
응,응
살,살
수,수
진짜?,진짜?
엄마도,엄마도
개,개
아프다고,아프다고
오줌,오줌
쌀,쌀
때,때
아파?,아파?
피,피
나.,나.
으.,으.
으.,으.
너,너
그럼,그럼
방광이,방광이
어디,어디
있는,있는
줄,줄
알아?,알아?
응.,응.
설명해줘,설명해줘
&name2&한테,&name2&한테
&name2&는,&name2&는
방광이,방광이
어디,어디
있는지,있는지
어떻게,어떻게
알아?,알아?
바로,바로
위에,위에
바로,바로
아~,아~
진짜?,진짜?
여자는,여자는
바로,바로
위에,위에
뭔가,뭔가
느낌이,느낌이
느낌은,느낌은
딱,딱
누르면,누르면
쌓일,쌓일
때,때
나오는,나오는
데겠지.,데겠지.
근데,근데
진짜,진짜
짧아.,짧아.
아~,아~
진짜?,진짜?
&name5&가,&name5&가
유난히,유난히
&name5&가,&name5&가
더,더
그래가지고,그래가지고
잘,잘
걸리는,걸리는
거.,거.
넌,넌
뭐가,뭐가
제일,제일
나,나
살면서?,살면서?
체했을,체했을
때?,때?
진짜,진짜
개,개
건강해,건강해
너무,너무
신기해.,신기해.
체했을,체했을
때,때
그,그
유럽에서도,유럽에서도
아팠고,아팠고
이.,이.
옛날에,옛날에
아~,아~
나,나
그때,그때
집에서,집에서
나,나
졸업식,졸업식
날,날
뭘,뭘
잘못,잘못
먹어,먹어
가지고,가지고
우리,우리
그때,그때
나,나
졸업식,졸업식
날이,날이
그래가지고,그래가지고
집에,집에
전날에,전날에
나랑,나랑
&name8&랑만,&name8&랑만
자고,자고
엄마는,엄마는
이제,이제
이사,이사
가기,가기
전에,전에
집,집
원래,원래
살던,살던
집에서,집에서
엄마랑,엄마랑
아빠랑,아빠랑
자고,자고
아침에,아침에
막,막
아저씨들이랑,아저씨들이랑
이,이
집?,집?
어?,어?
이,이
집?,집?
이,이
집?,집?
지금,지금
사는,사는
집으로,집으로
-올-,-올-
이,이
지금,지금
사는,사는
집에서,집에서
&name8&랑,&name8&랑
나랑만,나랑만
목이,목이
너무,너무
마른데,마른데
물이,물이
없는,없는
거,거
-이사-,-이사-
이사하기,이사하기
전에,전에
집이라서,집이라서
그래서,그래서
수돗물을,수돗물을
어.,어.
그런데,그런데
새벽되니까,새벽되니까
씨발,씨발
토를,토를
개하는거,개하는거
그냥,그냥
토가,토가
개나오고,개나오고
존나,존나
음식물,음식물
어?,어?
음식물,음식물
있었겠지?,있었겠지?
밥,밥
먹고,먹고
밥,밥
낮에,낮에
먹었겠지.,먹었겠지.
{laughing},{laughing}
와,와
진짜,진짜
죽는,죽는
줄,줄
계속,계속
토,토
계속,계속
토하고,토하고
해서,해서
어떻게,어떻게
-어-,-어-
아무튼,아무튼
학교를,학교를
원래,원래
졸업,졸업
아~,아~
졸업식날,졸업식날
끝나고,끝나고
어.,어.
어.,어.
근데,근데
(()),(())
애랑,애랑
안,안
논다고,논다고
개,개
서운해하는거,서운해하는거
이.,이.
그냥,그냥
왔다만,왔다만
가라고,가라고
진짜,진짜
싸패아니?,싸패아니?
왔다가,왔다가
간.,간.
아,아
나,나
이제,이제
가도,가도
돼?,돼?
가야,가야
된대도,된대도
계속,계속
(()),(())
개(어이언.)/(어이없어.),개(어이언.)/(어이없어.)
나,나
진짜,진짜
개아파지고,개아파지고
그날,그날
사진,사진
보면,보면
이.,이.
제대로,제대로
못(찍어신디)/(찍었는데),못(찍어신디)/(찍었는데)
그,그
사진,사진
말고,말고
다른,다른
즐거운,즐거운
사진도,사진도
쌤이랑,쌤이랑
찍은,찍은
뭐,뭐
쌤이랑,쌤이랑
저,저
쌤이랑.,쌤이랑.
모르지,모르지
다른,다른
사진,사진
찍을,찍을
때,때
그렇게,그렇게
우울하지,우울하지
개,개
하면서,하면서
찍었는데,찍었는데
이~,이~
&name9&이,&name9&이
와가지고,와가지고
나랑,나랑
같이,같이
사진,사진
찍은,찍은
거,거
보면,보면
이러고,이러고
{laughing},{laughing}
제일,제일
제일,제일
그때,그때
그때랑,그때랑
난,난
다,다
체했을,체했을
때,때
몸,몸
개,개
갑자기,갑자기
으슬으슬,으슬으슬
해가지고,해가지고
존나,존나
떨면서,떨면서
병원,병원
그럼,그럼
체해서,체해서
병원,병원
가면,가면
뭐해?,뭐해?
주사,주사
맞아.,맞아.
링거,링거
맞지.,맞지.
억지로,억지로
내리는,내리는
거.,거.
그런데,그런데
그거,그거
개직빵.,개직빵.
(()),(())
개직빵,개직빵
진짜.,진짜.
그거,그거
이,이
걍,걍
무조건,무조건
나아.,나아.
그럼,그럼
(()),(())
에서,에서
체는,체는
소화가,소화가
안되는,안되는
거?,거?
위가,위가
소화가,소화가
못하는거?,못하는거?
응.,응.
막힌거,막힌거
라고,라고
해야되나.,해야되나.
그치.,그치.
그래서,그래서
그거는,그거는
소화불량이라고,소화불량이라고
해,해
체라고,체라고
안하고.,안하고.
진심,진심
진짜.,진짜.
그럼,그럼
위로,위로
(()),(())
그래서,그래서
이번에,이번에
아주,아주
당황했지.,당황했지.
이번에,이번에
갔을,갔을
때?,때?
아니,아니
이번엔,이번엔
위가,위가
아픈거,아픈거
위가,위가
아프다는,아프다는
걸,걸
이번에,이번에
그런데,그런데
그러니까,그러니까
뭐가,뭐가
이상한,이상한
건지,건지
근데,근데
아직도,아직도
이~,이~
-카-,-카-
카페인,카페인
많이,많이
먹어도,먹어도
위,위
쓰리고,쓰리고
카페인이나,카페인이나
콜라,콜라
많이,많이
먹으면,먹으면
이~,이~
요기가,요기가
말라,말라
엄청,엄청
아~,아~
건조해서,건조해서
이~,이~
맞아.,맞아.
맞아.,맞아.
너도,너도
그래?,그래?
카페인이,카페인이
수분,수분
엄청,엄청
그래서,그래서
물,물
많이,많이
먹으라고,먹으라고
어~,어~
모르겠는데,모르겠는데
목,목
아픈,아픈
거는,거는
목이,목이
아프다기보다는,아프다기보다는
말라,말라
엄청,엄청
뭔가,뭔가
이렇게,이렇게
되게,되게
말,말
그~,그~
많이,많이
하면,하면
여기,여기
건조한,건조한
그,그
느낌,느낌
그,그
느낌,느낌
그,그
느낌,느낌
나,나
지금,지금
그래.,그래.
이제는,이제는
뭔가,뭔가
아프지는,아프지는
그땐,그땐
여기,여기
혹,혹
있다고,있다고
음식물,음식물
아니?,아니?
에이,에이
근데,근데
야,야
내시경,내시경
했는데,했는데
그게,그게
음식물인지,음식물인지
뭔지도,뭔지도
모르겠냐.,모르겠냐.
빼박,빼박
혹.,혹.
어?,어?
음식물일,음식물일
수,수
빼박,빼박
혹?,혹?
근데,근데
왜,왜
식도에,식도에
아무것도,아무것도
어?,어?
모르지,모르지
그건,그건
식도와,식도와
위,위
아무,아무
이상이,이상이
축하할,축하할
일.,일.
나는,나는
여기에,여기에
느낌이,느낌이
-났-,-났-
-났-,-났-
났었네,났었네
엄청,엄청
어.,어.
이게,이게
음식을,음식을
먹으면,먹으면
엄청,엄청
응.,응.
걸리는,걸리는
거,거
걸렸던,걸렸던
거,거
지금은,지금은
안,안
그렇지,그렇지
별로.,별로.
지금은,지금은
아예,아예
없지.,없지.
그니깐,그니깐
걸린,걸린
거,거
목에.,목에.
그래서,그래서
이거,이거
하는,하는
거.,거.
아~,아~
근데,근데
뭔가,뭔가
지금,지금
좀,좀
있는,있는
거,거
같기도,같기도
하고,하고
지금,지금
목,목
말라서,말라서
이.,이.
지금은,지금은
말,말
많이,많이
해,해
가지고.,가지고.
이거,이거
하네,하네
그래서,그래서
개,개
이모가,이모가
근데,근데
개,개
시원하지.,시원하지.
뭔말,뭔말
손을,손을
입에,입에
집어넣어?,집어넣어?
응.,응.
으,으
그~,그~
토하는,토하는
길이잖아.,길이잖아.
뭐.,뭐.
그럼,그럼
토하네.,토하네.
어.,어.
토가,토가
안,안
나와.,나와.
근데,근데
토는,토는
안,안
하게,하게
해.,해.
어떻게,어떻게
그래?,그래?
그~,그~
이,이
들어가기,들어가기
전까지,전까지
탁,탁
찌르고,찌르고
(()),(())
뭐,뭐
그니까,그니까
와,와
토까지는,토까지는
안,안
나오고,나오고
뭔가,뭔가
우엑하면,우엑하면
이~,이~
톡톡,톡톡
뭐,뭐
이상한,이상한
거,거
나와.,나와.
으,으
뭐가,뭐가
나와?,나와?
그럼,그럼
이모가,이모가
여기,여기
잡아.,잡아.
잡아.,잡아.
{laughing},{laughing}
난,난
보여주지는,보여주지는
어~,어~
근데,근데
진짜,진짜
나와.,나와.
어~,어~
진짜?,진짜?
이렇게,이렇게
밀가루와,밀가루와
같이,같이
동그랗게,동그랗게
나온다,나온다
난,난
난,난
동그랗게,동그랗게
나와.,나와.
난,난
그때,그때
칼국수를,칼국수를
먹고,먹고
삼,삼
사,사
일을,일을
그때,그때
그걸,그걸
먹고,먹고
그냥,그냥
기절하겠는,기절하겠는
거.,거.
그래서,그래서
첫날,첫날
병원,병원
갔는데,갔는데
응.,응.
그래서,그래서
먹고,먹고
장염이라고,장염이라고
또,또
(()),(())
그럼,그럼
너는,너는
어떻게,어떻게
아파,아파
너는?,너는?
&name6&이랑,&name6&이랑
똑같이,똑같이
아파,아파
그렇게.,그렇게.
너,너
어떻게,어떻게
아팠는데?,아팠는데?
나,나
머리,머리
엄청,엄청
아프고,아프고
이.,이.
머리,머리
아프고,아프고
그다음에,그다음에
여기,여기
걸린,걸린
것,것
같고,같고
여기,여기
계속,계속
변비에다가,변비에다가
이.,이.
걍,걍
말로,말로
설명할,설명할
수,수
없는,없는
아픔,아픔
아~,아~
뭔가,뭔가
이~,이~
힘들더라.,힘들더라.
걍,걍
힘빠지고,힘빠지고
이,이
머리가,머리가
엄청,엄청
아프고,아프고
이,이
배가,배가
부글부글하는데,부글부글하는데
이,이
똥은,똥은
못싸겠고,못싸겠고
이.,이.
진짜,진짜
체,체
제대로,제대로
하면,하면
개아파.,개아파.
그래서,그래서
첫날,첫날
그거,그거
갔는데,갔는데
안,안
낫는,낫는
거,거
둘째,둘째
날,날
다른,다른
병원을,병원을
또,또
안,안
낫는,낫는
거.,거.
그래서,그래서
그~,그~
그냥,그냥
약국에서,약국에서
소화제,소화제
소화제,소화제
그,그
&company-name10&를,&company-name10&를
먹었다.,먹었다.
근데,근데
낫는,낫는
거라,거라
그래서,그래서
뭐지,뭐지
해서,해서
계속,계속
안,안
낫길래,낫길래
사,사
일째,일째
결국,결국
제주,제주
맘에서,맘에서
체,체
내리는,내리는
것을,것을
잘하는,잘하는
데로,데로
거기를,거기를
가자마자,가자마자
그래서,그래서
그,그
이모가,이모가
밀가루,밀가루
먹었지,먹었지
이러면서,이러면서
역시,역시
제주,제주
맘.,맘.
아~,아~
근데,근데
나,나
이번에,이번에
뭔가,뭔가
체인지,체인지
뭔지,뭔지
모르겠는데,모르겠는데
이.,이.
너무,너무
아픈,아픈
거.,거.
그래서,그래서
뭔가,뭔가
근데,근데
어디가,어디가
아픈지,아픈지
원래,원래
몰라.,몰라.
(()),(())
은,은
여기가,여기가
아프고,아프고
치통은,치통은
여기가,여기가
아프고,아프고
하는데,하는데
그건,그건
머리,머리
아팠다가,아팠다가
목이,목이
엄청,엄청
아팠다가,아팠다가
배,배
엄청,엄청
아팠다가,아팠다가
그런데,그런데
힘이,힘이
맞아.,맞아.
그런데,그런데
나는,나는
이제,이제
독서실에,독서실에
가니까,가니까
뭔가,뭔가
내가,내가
코로나,코로나
같은,같은
거.,거.
왜냐하면,왜냐하면
열나는,열나는
느낌이,느낌이
계속,계속
나.,나.
여기가,여기가
뜨겁고,뜨겁고
여기,여기
뜨거우니까,뜨거우니까
열나는게,열나는게
엄청,엄청
나니깐,나니깐
또,또
마스크를,마스크를
못,못
벗네,벗네
아예.,아예.
내가,내가
코로나,코로나
같으니까,같으니까
더,더
못,못
벗네.,벗네.
그래서,그래서
거,거
쓰고있으니깐,쓰고있으니깐
숨도,숨도
못쉬겠고,못쉬겠고
진짜,진짜
너무,너무
아픈,아픈
거,거
여기,여기
너무,너무
아프고,아프고
독서실에서,독서실에서
계속,계속
그때,그때
걍,걍
자다가,자다가
일어나서,일어나서
좀,좀
하다가,하다가
근데,근데
이제,이제
공부하면,공부하면
머리,머리
더,더
아파,아파
뭔지,뭔지
알지.,알지.
갑자기,갑자기
미칠거,미칠거
어.,어.
숨이,숨이
숨을,숨을
못,못
쉬겠는데,쉬겠는데
답답하다고,답답하다고
해야되나.,해야되나.
응.,응.
응.,응.
여기,여기
답답하면서,답답하면서
숨도,숨도
못쉬겠고,못쉬겠고
그래서,그래서
난,난
코로난,코로난
줄,줄
그래서,그래서
너네한테,너네한테
맨날,맨날
나,나
열나는,열나는
것,것
아~,아~
그때.,그때.
근데,근데
그,그
열나는,열나는
느낌이,느낌이
체하면?,체하면?
맞아.,맞아.
그러니까,그러니까
내가,내가
계속,계속
열이,열이
있는,있는
줄,줄
춥고,춥고
그래.,그래.
그런데,그런데
독서실,독서실
들어갈,들어갈
때,때
이거,이거
재면,재면
삼십육,삼십육
점,점
일,일
도라고,도라고
하고,하고
맞아.,맞아.
근데,근데
그거,그거
마스크때문에도,마스크때문에도
있는거,있는거
열이,열이
오르는,오르는
게,게
이.,이.
나,나
마스크,마스크
끼면,끼면
이.,이.
개,개
머리,머리
아파.,아파.
맞지.,맞지.
응.,응.
나도,나도
그~,그~
좀,좀
중국산,중국산
끼면,끼면
응.,응.
답답해.,답답해.
야,야
호두,호두
귀,귀
아파?,아파?
귀?,귀?
아니,아니
왜.,왜.
안,안
좋은,좋은
냄새,냄새
나는,나는
것,것
호두일,호두일
걸.,걸.
귀,귀
썩은,썩은
거,거
아니?,아니?
아니,아니
그게,그게
아니라,아니라
&name10&가,&name10&가
호두한테서,호두한테서
개냄새,개냄새
개냄새,개냄새
난다고,난다고
아,아
진짜.,진짜.
근데,근데
나랑,나랑
&name5&는,&name5&는
모르겠거든.,모르겠거든.
전혀,전혀
안,안
시킨지,시킨지
얼마나,얼마나
한,한
삼,삼
주.,주.
아~,아~
코코,코코
호두는,호두는
안,안
가지.,가지.
호두는,호두는
원래,원래
강아지는,강아지는
씻기는,씻기는
거,거
아니야.,아니야.
다,다
인간의,인간의
욕심이라고.,욕심이라고.
-내가-,-내가-
내가,내가
씻길게.,씻길게.
&name2&,&name2&
어~,어~
이상한,이상한
냄새가,냄새가
나네.,나네.
&name2&,&name2&
발냄새일,발냄새일
수도,수도
있거든,있거든
솔직히,솔직히
어~,어~
맞아.,맞아.
나,나
아까,아까
닦았거든.,닦았거든.
닦았지,닦았지
씻었어?,씻었어?
조용히,조용히
해.,해.
아~,아~
아무튼,아무튼
빨리,빨리
코로나,코로나
끝나서,끝나서
여행이나,여행이나
너,너
방콕,방콕
갔다,갔다
왔지.,왔지.
어.,어.
방콕,방콕
